PMID,YearPub,Journal,Authors,Title,Abstract,PMCID,DOI,concepts,Pathogen,replacingPMID,include,exclusionReason
23419346,2013,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","Iles, James C;Abby Harrison, G L;Lyons, Sinead;Djoko, Cyrille F;Tamoufe, Ubald;Lebreton, Matthew;Schneider, Bradley S;Fair, Joseph N;Tshala, Felix M;Kayembe, Patrick K;Muyembe, Jean Jacques;Edidi-Basepeo, Samuel;Wolfe, Nathan D;Klenerman, Paul;Simmonds, Peter;Pybus, Oliver G",Hepatitis C virus infections in the Democratic Republic of Congo exhibit a cohort effect.,"The prevalence and genetic diversity of hepatitis C virus (HCV) and human pegivirus (HPgV) in many regions of sub-Saharan Africa is poorly characterized, including in the Democratic Republic of Congo--the largest country in the region and one of the most populous. To address this situation we conducted a molecular epidemiological survey of HCV and HPgV (previously named GB Virus C or hepatitis G virus) in samples collected in 2007 from 299 males from the DRC, whose ages ranged from 21 to 71 years old. Samples were tested for the presence of HCV antibodies by ELISA and reactive samples were subsequently tested for HCV RNA using RT-PCR in which both the HCV Core and NS5B genome regions were amplified. Remaining samples were tested for HPgV RNA and the HPgV NS3 genome region of positive samples was amplified. For HCV, 13.7% of the samples were seropositive (41/299) but only 3.7% were viremic (11/299). HPgV RNA was found in 12.7% (33/259) of samples. HCV viremia was strongly associated with age; the percentage of samples that contained detectable HCV RNA was ~0.5% in those younger than 50 and 13% in those older than 50. Our study represents the first systematic survey of HCV genetic diversity in the DRC. HCV sequences obtained belonged to diverse lineages of genotype 4, including subtypes 4c, 4 k, 4 l and 4r, plus one unclassified lineage that may constitute a new subtype. These data suggest that HCV in the DRC exhibits an age 'cohort effect', as has been recently reported in neighbouring countries, and are consistent with the hypothesis that HCV transmission rates were higher in the mid-twentieth century, possibly as a result of parenteral, iatrogenic, or other unidentified factors. Different HCV subtypes were associated with individuals of different ages, implying that HCV infection in the DRC may have arisen through multiple separate HCV epidemics with different causes.",NA,NA,genome;characterization;clinical;diagnosis;transmission;diversity,Hepatitis C,11230752,Y,
25654164,2015,AIDS research and human retroviruses,"Struck, Daniel;Roman, FranÃ§ois;De Landtsheer, SÃ©bastien;Servais, Jean-Yves;Lambert, Christine;Masquelier, CÃ©cile;Venard, VÃ©ronique;Ruelle, Jean;Nijhuis, Monique;Schmit, Jean-Claude;Seguin-Devaux, Carole",Near Full-Length Characterization and Population Dynamics of the Human Immunodeficiency Virus Type I Circulating Recombinant Form 42 (CRF42_BF) in Luxembourg.,"A new recombinant form representing a mosaic of HIV-1 subtype B and F1 and designated as CRF42_BF was identified in Luxembourg. We confirmed the inedited nature of CRF42_BF by near full-length genome characterization and retrieved a possible ancestor originating from Brazil. The demographic history of CRF42_BF in Luxembourg using Bayesian coalescent-based methods was investigated. The exponential phase of the logistic growth happened in a very short time period of approximately 5 months associated with a high mean rate of population growth of 15.02 new infections per year. However, CRF42_BF was not characterized by either a higher ex vivo replication capacity in peripheral blood mononuclear cells (PBMCs) or a higher ex vivo transmission efficiency from monocyte-derived dendritic cells to PBMCs as compared to B and F1 viruses. These data do not support a high pathogenic potential of CFR42_BF but rather an initial bursting spread of the recombinant probably due to a more favorable transmission route.",NA,NA,genome;characterization;surveillance,Human Immunodeficy Virus,11429109,N,Not accesible from UBC
22341552,2012,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,"Bordi, Licia;Rozera, Gabriella;Scognamiglio, Paola;Minosse, Claudia;Loffredo, Mariarosaria;Antinori, Andrea;Narciso, Pasquale;Ippolito, Giuseppe;Girardi, Enrico;Capobianchi, Maria Rosaria;Corpolongo, Angela;Ghirga, Piero;Grisetti, Susanna;La Scala, Patrizia;Noto, Pasquale;Nurra, Giuseppina;Petrosillo, Nicola;Rianda, Alessia;Casalanguida, Annamaria;Ciufoli, Annamaria","Monophyletic outbreak of Hepatitis A involving HIV-infected men who have sex with men, Rome, Italy 2008-2009.","BACKGROUND: Outbreaks of Acute Hepatitis A Virus (HAV) among men who have sex with men (MSM) have been reported in Europe and, recently, in Italy. From July 2008 through January 2010, 162 HAV infections were diagnosed at National Institute for Infectious Diseases, Rome, Italy, with high male-to-female ratio (M:F=7.5).OBJECTIVES: The aim of this study was to characterize viral strains involved in this outbreak.STUDY DESIGN: The sequences of VP1-2A junction of HAV genome, obtained from 67/97 HAV-RNA-positive samples, were used for phylogenetic analysis.RESULTS: All but 1 of the HAV sequences were genotype 1A, 1 was genotype 1B. A monophyletic cluster, including 59/66 genotype IA sequences, was identified by phylogenetic analysis. This cluster included also 2 HAV strains isolated in Germany (2007) and France (2008) from MSM, that, in turn, were reported to be genetically correlated to HAV strains circulating in Tuscany in 2008. Among the males harboring an HAV strain belonging to the cluster, 62% reported to be MSM, and 25% were HIV-positive, 2 with acute HIV infection.CONCLUSION: The outbreak occurred in Rome in 2008-2010, involving high proportion of HIV-infected MSM, is sustained by a monophyletic HAV strain, circulating around the same period also in other European countries. Possible factors favouring HAV spread among HIV-infected persons, such as high risk behavior and prolonged fecal excretion, need to be further elucidated. Timely identification of outbreaks with one or the same source of infection may be helpful to implement preventive measures addressing at risk populations.",NA,NA,phylogeny;clinical;diagnosis;surveillance;characterization,Human Immunodeficy Virus,11429109,Y,
26637879,2015,Anticancer research,"Hassani, Soroush;Castillo, Andres;Ohori, Jun-Ichiro;Higashi, Michiyo;Kurono, Yuichi;Akiba, Suminori;Koriyama, Chihaya",Molecular Pathogenesis of Human Papillomavirus Type 16 in Tonsillar Squamous Cell Carcinoma.,"AIM: The present study aimed to explore the etiological role of human papillomavirus (HPV) in tonsillar squamous cell carcinoma (TSCC).MATERIALS AND METHODS: HPV status, including viral load and E6 variants, and the expression of P53, p16(INK4A), and FANCD2, in tissues of TSCC (n=24) and tonsillitis (n=31) were investigated.RESULTS: The frequency of high-risk HPV (HPV-16) in TSCCs (42%) was higher than that of tonsillitis (16%). HPV-16 genome was partially or fully integrated in all HPV-16-positive TSCCs. However, the viral genome was partially integrated in three out of five HPV-16-positive tonsillitis cases (p=0.037). HPV-16-positive TSCCs showed a higher frequency of p16(INK4A) expression than HPV-16-negative TSCCs and tonsillitis (p=0.011). Regardless of HPV status, TSCCs had a lower expression of FANCD2 than tonsillitis (p=0.008).CONCLUSION: The present study supports the etiological role of HPV-16 in the development of TSCC, and p16(INK4A) overexpression can be applied as a surrogate marker for the detection of high-risk-HPV in TSCC.",NA,NA,clinical;diagnosis;cancer;genome,Human Papillomavirus,11753961,N,no figures
22219599,2012,World journal of gastroenterology,"Castillo, Andres;Koriyama, Chihaya;Higashi, Michiyo;Anwar, Muhammad;Bukhari, Mulazim Hussain;Carrascal, Edwin;Mancilla, Lida;Okumura, Hiroshi;Matsumoto, Masataka;Sugihara, Kazumasa;Natsugoe, Shoji;Eizuru, Yoshito;Akiba, Suminori",Human papillomavirus in upper digestive tract tumors from three countries.,"AIM: To clarify human papillomavirus (HPV) involvement in carcinogenesis of the upper digestive tract of virological and pathological analyses.METHODS: The present study examined the presence of HPV in squamous cell carcinomas of the oral cavity (n = 71), and esophagus (n = 166) collected from Japan, Pakistan and Colombia, with different HPV exposure risk and genetic backgrounds. The viral load and physical status of HPV16 and HPV16-E6 variants were examined. Comparison of p53 and p16(INK4a) expression in HPV-positive and HPV-negative cases was also made.RESULTS: HPV16 was found in 39 (55%) oral carcinomas (OCs) and 24 (14%) esophageal carcinomas (ECs). This site-specific difference in HPV detection between OCs and ECs was statistically significant (P &lt; 0.001). There was a significant difference in the geographical distribution of HPV16-E6 variants. Multiple infections of different HPV types were found in 13 ECs, but multiple infections were not found in OCs. This difference was statistically significant (P = 0.001). The geometric means (95% confidence interval) of HPV16 viral load in OCs and ECs were 0.06 (0.02-0.18) and 0.12 (0.05-0.27) copies per cell, respectively. The expression of p16(INK4a) proteins was increased by the presence of HPV in ECs (53% and 33% in HPV-positive and -negative ECs, respectively; P = 0.036), and the high-risk type of the HPV genome was not detected in surrounding normal esophageal mucosa of HPV-positive ECs.CONCLUSION: Based on our results, we cannot deny the possibility of HPV16 involvement in the carcinogenesis of the esophagus.",PMC3247694,10.3748/wjg.v17.i48.5295,clinical;diagnosis;genome;cancer;characterization,Human Papillomavirus,11753961,N,no figures
24375107,2014,Journal of bacteriology,"Lu, Wei;Wise, Michael J;Tay, Chin Yen;Windsor, Helen M;Marshall, Barry J;Peacock, Christopher;Perkins, Tim",Comparative analysis of the full genome of Helicobacter pylori isolate Sahul64 identifies genes of high divergence.,"Isolates of Helicobacter pylori can be classified phylogeographically. High genetic diversity and rapid microevolution are a hallmark of H. pylori genomes, a phenomenon that is proposed to play a functional role in persistence and colonization of diverse human populations. To provide further genomic evidence in the lineage of H. pylori and to further characterize diverse strains of this pathogen in different human populations, we report the finished genome sequence of Sahul64, an H. pylori strain isolated from an indigenous Australian. Our analysis identified genes that were highly divergent compared to the 38 publically available genomes, which include genes involved in the biosynthesis and modification of lipopolysaccharide, putative prophage genes, restriction modification components, and hypothetical genes. Furthermore, the virulence-associated vacA locus is a pseudogene and the cag pathogenicity island (cagPAI) is not present. However, the genome does contain a gene cluster associated with pathogenicity, including dupA. Our analysis found that with the addition of Sahul64 to the 38 genomes, the core genome content of H. pylori is reduced by approximately 14% (âˆ_170 genes) and the pan-genome has expanded from 2,070 to 2,238 genes. We have identified three putative horizontally acquired regions, including one that is likely to have been acquired from the closely related Helicobacter cetorum prior to speciation. Our results suggest that Sahul64, with the absence of cagPAI, highly divergent cell envelope proteins, and a predicted nontransportable VacA protein, could be more highly adapted to ancient indigenous Australian people but with lower virulence potential compared to other sequenced and cagPAI-positive H. pylori strains.",PMC3957704,10.1128/JB.01021-13,genome;diversity;cluster;drug resistance,Helicobacter pylori,11985969,N,
23848315,2013,Journal of applied microbiology,"Perry, N;Cheasty, T;Dallman, T;Launders, N;Willshaw, G",Application of multilocus variable number tandem repeat analysis to monitor Verocytotoxin-producing Escherichia coli O157 phage type 8 in England and Wales: emergence of a profile associated with a national outbreak.,"AIMS: Evaluation of multilocus variable number tandem repeat analysis (MLVA) to subtype all isolates of Vero cytotoxin-producing Escherichia coli O157 phage type 8 in England and Wales.METHODS AND RESULTS: Over a 13 month period from December 2010, 483 isolates of VTEC O157 PT8 were tested by MLVA; 39% were received in the first 4Â months of 2011, when infections are generally low. One profile, or single locus variants of it, was present in 249 (52%) isolates but was not common previously. These cases represented a national increase in PT8, associated epidemiologically with soil-contaminated vegetables. Most of the 177 other MLVA profiles were unique to a single isolate. Profiles shared by &gt;1 isolate included cases from two small community, food-borne outbreaks and 11 households. Several shared profiles were found among 23 isolates without known links. Apart from one group, isolates linked to travel abroad had very diverse profiles.CONCLUSIONS: Multilocus variable number tandem repeat analysis discriminated apparent sporadic isolates of the same PT and assisted in detection of cases in an emerging national outbreak.SIGNIFICANCE AND IMPACT OF THE STUDY: Multilocus variable number tandem repeat analysis is an epidemiologically valid complement to surveillance and applicable as a rapid, practical test for large numbers of isolates.",NA,NA,vector;genotype,Escherichia coli,11996687,Y,
23417002,2013,Applied and environmental microbiology,"Hauser, Elisabeth;Mellmann, Alexander;Semmler, Torsten;Stoeber, Helen;Wieler, Lothar H;Karch, Helge;Kuebler, Nikole;Fruth, Angelika;Harmsen, Dag;Weniger, Thomas;Tietze, Erhard;Schmidt, Herbert",Phylogenetic and molecular analysis of food-borne shiga toxin-producing Escherichia coli.,"Seventy-five food-associated Shiga toxin-producing Escherichia coli (STEC) strains were analyzed by molecular and phylogenetic methods to describe their pathogenic potential. The presence of the locus of proteolysis activity (LPA), the chromosomal pathogenicity island (PAI) PAI ICL3, and the autotransporter-encoding gene sabA was examined by PCR. Furthermore, the occupation of the chromosomal integration sites of the locus of enterocyte effacement (LEE), selC, pheU, and pheV, as well as the Stx phage integration sites yehV, yecE, wrbA, z2577, and ssrA, was analyzed. Moreover, the antibiotic resistance phenotypes of all STEC strains were determined. Multilocus sequence typing (MLST) was performed, and sequence types (STs) and sequence type complexes (STCs) were compared with those of 42 hemolytic-uremic syndrome (HUS)-associated enterohemorrhagic E. coli (HUSEC) strains. Besides 59 STs and 4 STCs, three larger clusters were defined in this strain collection. Clusters A and C consist mostly of highly pathogenic eae-positive HUSEC strains and some related food-borne STEC strains. A member of a new O26 HUS-associated clone and the 2011 outbreak strain E. coli O104:H4 were found in cluster A. Cluster B comprises only eae-negative food-borne STEC strains as well as mainly eae-negative HUSEC strains. Although food-borne strains of cluster B were not clearly associated with disease, serotypes of important pathogens, such as O91:H21 and O113:H21, were in this cluster and closely related to the food-borne strains. Clonal analysis demonstrated eight closely related genetic groups of food-borne STEC and HUSEC strains that shared the same ST and were similar in their virulence gene composition. These groups should be considered with respect to their potential for human infection.",PMC3623172,10.1128/AEM.03552-12,genotype;drug resistance;genome;mBio;vector;outbreak,Escherichia coli,11996687,N,23949315 better and more relevant
25825936,2015,AIDS research and human retroviruses,"Kojima, Yoko;Kawahata, Takuya;Mori, Haruyo;Furubayashi, Keiichi;Taniguchi, Yasushi;Itoda, Ichiro;Komano, Jun",Identification of Novel Recombinant Forms of Hepatitis B Virus Generated from Genotypes Ae and G in HIV-1-Positive Japanese Men Who Have Sex with Men.,"The rare hepatitis B virus (HBV) genotype G (HBV/G) coinfects HIV-1-positive individuals along with HBV/A and generates recombinants. However, the circulation of HBV A/G recombinants remains poorly understood. This molecular epidemiologic study examined HBV A/G recombinants in Japanese HIV-1-positive men who have sex with men (MSM). Initially, blood specimens submitted for confirmatory tests of HIV infection in Osaka and Tokyo, Japan, from 2006 to 2013 were examined for HIV-1, and HIV-1-positive specimens were screened for HBV. Among 817 specimens from HIV-1-positive individuals, HBsAg was detected in 59 specimens; of these, HBV/Ae (alternatively A2), a subgenotype of HBV/A prevalent in Europe and North America, was identified in 70.2%, HBV/C in 17.5%, and HBV/G in 10.5%, and HBV/E in 1.8% according to the core gene sequence. The full-length genome analysis of HBV was performed on HBV/G-positive specimens because some HBV A/G recombinants were historically overlooked by genotyping based on a partial genome analysis. It revealed that five of the specimens contained novel Ae/G recombinants, the core gene of which had a high sequence similarity to HBV/G. Detailed analyses showed that novel recombinants were coinfected with HBV/Ae in a recombinant-dominant fashion. No major drug-resistant mutations were found in the newly identified HBV Ae/G recombinants. Some of the individuals asymptomatically coinfected with HIV/HBV suffered mild liver injury. This study demonstrated that novel Ae/G HBV recombinants were identified in Japanese HIV-1-positive MSM. The pathogenicity of novel HBV Ae/G recombinants should be examined in a future longitudinal study. Surveillance of such viruses in HIV-1-positive individuals should be emphasized.",PMC4505769,10.1089/aid.2014.0281,genotype;drug resistance;genome;mBio,Hepatitis B,12017822,Y,
25821965,2015,PloS one,"Xu, Jie;Wu, Biao;Wang, Jing-Hui;Huang, Ling;Wang, Deng-Yu;Zhao, Ling;Zhao, Guo-Ping;Wang, Ying",Pre-existing mutations in reverse transcriptase of hepatitis B virus in treatment-naive Chinese patients with chronic hepatitis B.,"High rate of viral replication and lacking of proofreading activity in hepatitis B virus (HBV) polymerase lead to the generation of mutations in HBV virus. Mutations in the reverse transcriptase (RT) region of HBV polymerase are demonstrated to be strongly associated with drug resistance during antiviral treatment. However, the presence of mutations as well as its clinical significance in treatment-naÃ¯ve hepatitis patients (defined as pre-existing mutations) need to be further investigated. In the present study, a total of 168 serum samples from treatment-naive chronic hepatitis B (CHB) patients were collected, and the RT region of HBV polymerase was sequenced. The results showed that pre-existing mutations in the RT region of HBV polymerase were detected in 43 of 168 (25.6%) treatment-naive CHB patients within which there were no well-characterized primary nucleotide analogs (NAs) resistance sites. Three dominant sites at rt191, rt207 and rt226 were found mutant in 7(16.28%), 8(18.60%), and 14(32.56%) samples respectively among these 43 patients. No significant correlation was found between pre-existing mutations and gender, age, HBV genotype, ALT, HBeAg or HBV DNA loads. However, patients with pre-existing RT mutations under HBeAg sero-negative status exhibited decreased HBV DNA loads, which contributed to the decreased HBV DNA loads in the total HBeAg sero-negative patients. The above investigation indicated that there was a prevalence of pre-existing mutations in RT region of HBV polymerase which might affect the serum HBV DNA level in treatment-naive CHB patients. Its effects on the occurrence of NAs resistance and the prognosis after treatment need to be further investigated.",PMC4379075,10.1371/journal.pone.0117429,genotype;drug resistance,Hepatitis B,12017822,N,25825968 better
24727861,2014,PloS one,"Rubio, Andrea E;Abraha, Awet;Carpenter, Crystal A;Troyer, Ryan M;Reyes-RodrÃ_guez, NA;Salomon, Horacio;Arts, Eric J;Tebit, Denis M",Similar replicative fitness is shared by the subtype B and unique BF recombinant HIV-1 isolates that dominate the epidemic in Argentina.,"The HIV-1 epidemic in South America is dominated by pure subtypes (mostly B and C) and more than 7 BF and BC recombinant forms. In Argentina, circulating recombinant forms (CRFs) comprised of subtypes B and F make up more than 50% of HIV infections. For this study, 28 HIV-1 primary isolates were obtained from patients in Buenos Aires, Argentina and initially classified into subtype B (nâ€_=â€_9, 32.1%), C (nâ€_=â€_1, 3.6%), and CRFs (nâ€_=â€_18, 64.3%) using partial pol and vpu-env sequences, which proved to be inconsistent and inaccurate for these phylogenetic analyses. Near full length genome sequences of these primary HIV-1 isolates revealed that nearly all intersubtype BF recombination sites were unique and countered previous &quot;CRF&quot; B/F classifications. The majority of these Argentinean HIV-1 isolates were CCR5-using but 4 had a dual/mixed tropism as predicted by both phenotypic and genotypic assays. Comparison of the replicative fitness of these BF primary HIV-1 isolates to circulating B, F, and C HIV-1 using pairwise competitions in peripheral blood mononuclear cells (PBMCs) indicated a similarity in fitness of these BF recombinants to subtypes B and F HIV-1 (of the same co-receptor usage) whereas subtype C HIV-1 was significantly less fit than all as previously reported. These results suggest that the multitude of BF HIV-1 strains present within the Argentinean population do not appear to have gained replicative fitness following recent B and F recombination events.",PMC3984079,10.1371/journal.pone.0092084,surveillance;phylogeny;genome,Human Immunodeficy Virus,12125816,Y,
24354062,2013,Voprosy virusologii,"Kazennova, E V;Vasil'ev, A V;Lapovok, I A;Grishechkin, A E;Laga, V Iu;Salamov, G G;Tumanov, A S;Parygina, O A;Ruzaeva, L A;Grezina, L A;Serkina, T P;Kaufman, O A;Oorzhak, N D;Lukashov, V V;Bobkova, M R",[HIV-1 genetic variants in the Asian part of Russia: a study (2005-2010)].,"The HIV-1 genetic variants circulated in the Asian part of the Russian Federation in 2005-2010 were studied. The samples of HIV-1 (427 in total) were collected in Khabarovsk, Magadan, Kurgan, Krasnoyarsk, Noyabr'sk, Yakutsk, Altay, and Tyva. Sequencing of some genome regions followed by the phylogenetic analysis or specific Internet resource sampling were used as the main methods of the HIV subtyping. The domination of the IDU-A HIV-1 genetic variant typical of HIV-infection epidemic in Russia was shown in all regions tested in 2005-2010. This variant prevailed both in IDUs and heterosexuals. In addition to IDU-A, some other HIV-1 genetic variants were found among them: subtype B and recombinant CRF03_AB. The HIV-1 genetic polymorphism in Russia was found to be low. An increase in the genetic distance among studied de novo samples was noted in the Asian part of Russia in 2005-2010 (26-68%) as compared to the European variants in 1996-1999 (10%).",NA,NA,genome;characterization;surveillance;phylogeny,Human Immunodeficy Virus,12125816,N,24727861 better
27725301,2016,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","Makowsky, Robert;Lhaki, Pema;Wiener, Howard W;Bhatta, Madhav P;Cullen, Michael;Johnson, Derek C;Perry, Rodney T;Lama, Mingma;Boland, Joseph F;Yeager, Meredith;Ghimire, Sarita;Broker, Thomas R;Shrestha, Sadeep",Genomic diversity and phylogenetic relationships of human papillomavirus 16 (HPV16) in Nepal.,"BACKGROUND: Sequence variants in HPV16 confer differences in oncogenic potential; however, to date there have not been any HPV sequence studies performed in Nepal. The objective of this study was to characterize HPV16 viral genome sequences from Nepal compared to a reference sequence in order to determine their lineages. Additionally, we sought to determine if five High-grade Squamous Intraepithelial Lesion (HSIL) subjects were genetically distinct from the non-HSIL subjects.METHODS: DNA was isolated from exfoliated cervical cells from 17 individuals in Nepal who were previously identified to be HPV16-positive. A custom HPV16 Ion Ampliseq panel of multiplexed degenerate primers was designed that generated 47 overlapping amplicons and covered 99% of the viral genome for all known HPV16 variant lineages. All sequence data were processed through a custom quality control and analysis pipeline of sequence comparisons and phylogenetic analysis.RESULTS: There were high similarities across the genomes, with two major indels observed in the non-coding region between E5 and L2. Compared to the PAVE reference HPV16 genome, there were up to 9, 4, 38, 27, 8, 7, 52, and 32 nucleotide variants in the E6, E7, E1, E2, E4, E5, L2, and L1 genes in the Nepalese samples, respectively. Based on sequence variation, HPV16 from Nepal falls across the A, C, and D lineages in this study. We found no evidence of genetic distinctness between HSIL and non-HSIL subjects.CONCLUSIONS: The evolutionary and pathological characteristics of the representative HPV16 genomes from Nepal seem similar to results from other parts of the world and provide the basis for further studies.",PMC5136510,10.1016/j.meegid.2016.10.004,genome;diversity;phylogeny,Human Papillomavirus,12198606,WEIRD,
